"","MSETrain","MSETest"
"1",0.70658189713178,0.676199340820313
"2",0.650627036778399,0.626610649956597
"3",0.606996674777409,0.588073264227973
"4",0.573162853162826,0.558200327555339
"5",0.546937740048883,0.535007095336914
"6",0.526549213203416,0.516919750637478
"7",0.510612217851635,0.502724499172635
"8",0.498068242987663,0.491500388251411
"9",0.488117352988245,0.482552761501736
"10",0.480157777583799,0.475360319349501
"11",0.473738118034945,0.469530359903971
"12",0.46851716849613,0.464765887790256
"13",0.464237092371537,0.460841454399957
"14",0.460700576753812,0.457584423489041
"15",0.457757022793733,0.454861746893989
"16",0.455289957909611,0.452569961547852
"17",0.453207914611703,0.450628407796224
"18",0.451439571558208,0.448972871568468
"19",0.449928326313722,0.447553337944878
"20",0.448629823254917,0.446329201592339
"21",0.447507606094332,0.445267528957791
"22",0.446532606412579,0.444342464870877
"23",0.44568115461694,0.443532307942708
"24",0.444934667377721,0.442819468180339
"25",0.44427592527933,0.442189492119683
"26",0.443693249807233,0.441630384657118
"27",0.443175303425425,0.441132269965278
"28",0.442712936543442,0.440686459011502
"29",0.442298590803946,0.440286339653863
"30",0.441926100178582,0.439925808376736
"31",0.441589895351417,0.439599778917101
"32",0.441285572016483,0.439304055107964
"33",0.44100875428269,0.439035076565213
"34",0.440757083715229,0.438789621988932
"35",0.440527065284203,0.438565021091037
"36",0.440316255310172,0.438358942667643
"37",0.440122437432714,0.438169436984592
"38",0.439943992003826,0.437994639078776
"39",0.439779441449895,0.437833065456814
"40",0.439626711484884,0.437683529324002
"41",0.439485688449284,0.437544843885634
"42",0.439354610620708,0.43741569519043
"43",0.439232170914804,0.437295574612088
"44",0.439118284086941,0.437183380126953
"45",0.439011785127153,0.437078518337674
"46",0.438911906833755,0.436980353461372
"47",0.438818478717484,0.436888080173069
"48",0.438730847236164,0.43680165608724
"49",0.438648387262497,0.436720403035482
"50",0.438571155626237,0.436643770005968
"51",0.438497589509136,0.436571545071072
"52",0.438428740261653,0.436503473917643
"53",0.438363613363085,0.43643913269043
"54",0.438301413196869,0.436378055148655
"55",0.438243418432481,0.436320368448893
"56",0.438187810517778,0.436265733506944
"57",0.438135385069323,0.436213853624132
"58",0.438085829523467,0.43616460164388
"59",0.438037978870243,0.436117765638563
"60",0.437993367513021,0.436073176066081
"61",0.437950120069905,0.436030748155382
"62",0.437909373135984,0.435990439520942
"63",0.437870331094696,0.435951826307509
"64",0.437833107605549,0.435915120442708
"65",0.437797589009035,0.43588006761339
"66",0.437763832134907,0.435846540662977
"67",0.437730956121974,0.435814497205946
"68",0.43770032488434,0.435783852471246
"69",0.437670631337654,0.435754606458876
"70",0.437642131215811,0.435726589626736
"71",0.437614995008074,0.435699632432726
"72",0.437588796491286,0.43567386203342
"73",0.437563649324953,0.435649108886719
"74",0.43753963875371,0.435625500149197
"75",0.437516821607309,0.435602569580078
"76",0.437494544343575,0.435580698649089
"77",0.437473176355912,0.435559760199653
"78",0.437452632399689,0.435539542304145
"79",0.437433281868308,0.43552008734809
"80",0.437414243900576,0.435501437717014
"81",0.437395944719652,0.435483551025391
"82",0.437378583229676,0.435466172960069
"83",0.437361363814086,0.435449642605252
"84",0.437345451482847,0.43543340894911
"85",0.437329595981363,0.435418107774523
"86",0.437314678170828,0.435403188069661
"87",0.437300044509064,0.435388776991102
"88",0.437285808655581,0.435374916924371
"89",0.437272340003783,0.435361523098416
"90",0.437259354404897,0.435348680284288
"91",0.437246681369661,0.435336091783312
"92",0.437234605046846,0.435324139065213
"93",0.43722284128768,0.435312440660265
"94",0.437211219602901,0.435301335652669
"95",0.437200279875175,0.435290315416124
"96",0.437189539051589,0.435279973347982
"97",0.437179423355301,0.43526980082194
"98",0.437169336073891,0.435260094536675
"99",0.437159788675148,0.435250600179036
"100",0.4371504970103,0.435241275363498
"101",0.437141319004961,0.435232416788737
"102",0.43713276612692,0.435223770141602
"103",0.437124241663757,0.435215462578668
"104",0.437115887689857,0.435207366943359
"105",0.437107988353992,0.435199568006727
"106",0.437100145847882,0.435191980997721
"107",0.43709292846907,0.435184563530816
"108",0.437085455356363,0.435177485148112
"109",0.43707866420071,0.435170491536458
"110",0.437071674140916,0.435163921780056
"111",0.437065138719157,0.435157352023655
"112",0.437058631712276,0.435151163736979
"113",0.437052494098798,0.435145017835829
"114",0.437046555389461,0.435138999091254
"115",0.43704055985037,0.435133234659831
"116",0.437034820045173,0.435127682156033
"117",0.437029478048257,0.435122341579861
"118",0.437024306540605,0.435116958618164
"119",0.437018879299057,0.435111829969618
"120",0.437013622546773,0.435106828477648
"121",0.437009019336665,0.435102123684353
"122",0.437004558200943,0.435097461276584
"123",0.436999244618904,0.435092714097765
"124",0.436995096046831,0.435088433159722
"125",0.436990720155741,0.435084194607205
"126",0.436986116945633,0.435079786512587
"127",0.436982394596718,0.435075844658746
"128",0.436977819801487,0.435071860419379
"129",0.436974353186467,0.435068003336589
"130",0.43697034668878,0.435064231024848
"131",0.436966936903515,0.435060628255208
