"","cieloDespejado","multinube","nube"
"1",1.55145298776915e-05,0.270367324352264,0.724906921386719
"2",3.76262578356545e-05,0.0684617310762405,0.937882602214813
"3",5.88866860198323e-05,0.0310126636177301,0.971798419952393
"4",0.000129238469526172,0.0102821076288819,0.988574743270874
"5",6.80404118611477e-05,0.0248953029513359,0.976698338985443
"6",0.000325173459714279,0.00420935545116663,0.992440581321716
"7",2.22097878577188e-05,0.167731910943985,0.840168595314026
"8",6.66969935991801e-05,0.0256892517209053,0.977105498313904
"9",2.81947395706084e-05,0.10990883409977,0.894901394844055
"10",0.000188326579518616,0.00667439168319106,0.991647779941559
"11",1.01330733741634e-05,0.431140542030334,0.568893730640411
"12",1.54299377754796e-05,0.275265008211136,0.722778916358948
"13",1.09219245132408e-05,0.403491497039795,0.593895673751831
"14",1.988254916796e-05,0.19270533323288,0.809449434280396
"15",6.78777432767674e-05,0.0245961621403694,0.977650165557861
"16",0.383144855499268,0.000477488880278543,0.461791574954987
"17",5.34492137376219e-05,0.0368164628744125,0.966829478740692
"18",0.000107614505395759,0.012578634545207,0.987608909606934
"19",0.000167479229276069,0.00750201940536499,0.991391062736511
"20",1.80376064236043e-05,0.220055222511292,0.7828289270401
"21",1.726876689645e-05,0.234483957290649,0.765087306499481
"22",1.12299348984379e-05,0.388358622789383,0.607702612876892
"23",1.5453617379535e-05,0.268935799598694,0.726592063903809
"24",7.16890917829005e-06,0.540736854076385,0.462155371904373
"25",8.20843997644261e-05,0.0184663012623787,0.982849299907684
"26",5.00582027598284e-05,0.0411131493747234,0.962731122970581
"27",4.94461673952173e-05,0.0400440469384193,0.961863934993744
"28",0.991104781627655,0.000243766364292242,0.0101172225549817
"29",0.000187464829650708,0.00649738637730479,0.991061985492706
"30",0.000202022885787301,0.00604851124808192,0.991429507732391
"31",0.000111274486698676,0.0122013613581657,0.98791378736496
"32",9.56488293013535e-06,0.452180832624435,0.547822594642639
"33",0.000140607575303875,0.00914052501320839,0.989879548549652
"34",0.00111415958963335,0.00178352859802544,0.990685343742371
"35",0.0731674656271935,0.000601746141910553,0.839881360530853
"36",2.07504926947877e-05,0.18280154466629,0.821810066699982
"37",8.71564770932309e-05,0.0170122887939215,0.984180331230164
"38",5.81995082029607e-05,0.0314028225839138,0.971245586872101
"39",0.0497817024588585,0.000652697053737938,0.873714327812195
"40",0.000596019730437547,0.00268823211081326,0.991513252258301
"41",0.000285586284007877,0.00475209578871727,0.991576552391052
"42",9.89331456366926e-05,0.0142843099310994,0.986094415187836
"43",1.30918651848333e-05,0.337406486272812,0.66372549533844
"44",2.43704198510386e-05,0.143126159906387,0.862840473651886
"45",2.30927398661152e-05,0.15575860440731,0.84841525554657
"46",0.0015616943128407,0.00148865813389421,0.989687085151672
"47",7.19202507752925e-05,0.0225668661296368,0.979467630386353
"48",0.97733873128891,0.000291657983325422,0.0202369093894958
"49",2.36648975260323e-05,0.150488942861557,0.856538951396942
"50",2.29347660933854e-05,0.154049128293991,0.845855176448822
"51",1.27665161926416e-05,0.341024130582809,0.653871953487396
"52",9.50773392105475e-06,0.451868951320648,0.545019328594208
"53",0.000114687041786965,0.0114874793216586,0.988839745521545
"54",0.000280487089185044,0.00479522394016385,0.992068290710449
"55",0.000121046054118779,0.0110265575349331,0.988600432872772
"56",0.0812992826104164,0.000591290357988328,0.829724431037903
"57",0.00541985454037786,0.000960209697950631,0.978091061115265
"58",0.00141002819873393,0.00156259571667761,0.99009770154953
"59",0.0682640597224236,0.000618869962636381,0.838997721672058
"60",0.961611211299896,0.000310430506942794,0.0329914093017578
"61",2.56150287896162e-05,0.125051453709602,0.876436173915863
"62",5.78380495426245e-05,0.0317325629293919,0.970601141452789
"63",0.000275142665486783,0.00485444534569979,0.99249929189682
"64",0.000336000404786319,0.00411925930529833,0.992682754993439
"65",5.03317132825032e-05,0.0412742123007774,0.963247358798981
"66",1.96262117242441e-05,0.200503781437874,0.805276989936829
"67",0.000452468753792346,0.0032659494318068,0.992303788661957
"68",0.000204195559490472,0.00624348968267441,0.991590261459351
"69",0.000335104356054217,0.00413584150373936,0.992458283901215
"70",2.50846042035846e-05,0.132778823375702,0.871522009372711
"71",1.62862634169869e-05,0.256290256977081,0.745593905448914
"72",7.04796002537478e-06,0.546157956123352,0.457944452762604
"73",2.04102907446213e-05,0.188415706157684,0.817428290843964
"74",0.000569608935620636,0.00278067914769053,0.991882741451263
"75",0.000135242458782159,0.00974943675100803,0.989298164844513
"76",0.0354810766875744,0.000689199951011688,0.901851773262024
"77",0.000201597635168582,0.0064446390606463,0.991413772106171
"78",0.000215351494261995,0.00607069954276085,0.991383016109467
"79",0.000417869508964941,0.00349368993192911,0.992116868495941
"80",2.29933702939888e-05,0.157565400004387,0.848293602466583
"81",1.04821820059442e-05,0.420267283916473,0.581385970115662
"82",0.0330454856157303,0.000706887105479836,0.903159856796265
"83",0.997672140598297,0.000152049848111346,0.00400880584493279
"84",0.997570693492889,0.000156177615281194,0.00407929811626673
"85",0.000338855374138802,0.00407620379701257,0.992334485054016
"86",4.13067900808528e-05,0.0582809410989285,0.947059512138367
"87",4.07604893553071e-05,0.0592340007424355,0.945586144924164
"88",0.000485377415316179,0.00311529450118542,0.992099702358246
"89",4.23472447437234e-05,0.055659968405962,0.949484825134277
"90",2.61901932390174e-05,0.128448352217674,0.879428029060364
"91",9.5283294285764e-06,0.453194141387939,0.548735618591309
"92",3.12186675728299e-05,0.0925448387861252,0.914556443691254
"93",0.000126242754049599,0.0103228557854891,0.989335119724274
"94",0.974896311759949,0.000293207005597651,0.0230563171207905
"95",0.000233578160987236,0.00554817263036966,0.991818606853485
"96",0.000401310971938074,0.00356551306322217,0.992186427116394
"97",0.00012085724301869,0.0109543986618519,0.988430261611938
"98",2.6147117750952e-05,0.128107905387878,0.87859845161438
"99",4.12376757594757e-05,0.0586238987743855,0.946471691131592
"100",0.000111451830889564,0.0123751917853951,0.98736172914505
"101",6.24688909738325e-05,0.0288987141102552,0.974406659603119
"102",7.78266348788748e-06,0.518216669559479,0.484081894159317
"103",1.36748722070479e-05,0.320451408624649,0.681435227394104
"104",1.07018149719806e-05,0.41059598326683,0.589107632637024
"105",8.4896404587198e-05,0.0175817906856537,0.98357492685318
"106",0.000299485254799947,0.00454172259196639,0.991979360580444
