"","cieloDespejado","multinube","nube"
"1",0.0344241112470627,0.0126474918797612,0.91038304567337
"2",0.000695942377205938,0.0954826474189758,0.919209420681
"3",0.00265236175619066,0.0445176027715206,0.95466947555542
"4",0.00203651026822627,0.0515314638614655,0.952003121376038
"5",0.00158756517339498,0.0591074749827385,0.948709666728973
"6",0.0112563790753484,0.0209959056228399,0.950662791728973
"7",0.00252714660018682,0.0456012450158596,0.955786764621735
"8",0.000695967581123114,0.0947464928030968,0.913874685764313
"9",0.0022772157099098,0.0483262985944748,0.955246329307556
"10",0.00242515187710524,0.0466840155422688,0.95456725358963
"11",0.0003693524049595,0.191071584820747,0.805951833724976
"12",0.000342410610755906,0.227608323097229,0.775211989879608
"13",0.000104227437986992,0.792394697666168,0.19986355304718
"14",0.375419169664383,0.00421669706702232,0.563066780567169
"15",0.0217572636902332,0.0155120706185699,0.920535326004028
"16",0.00150764954742044,0.0611323416233063,0.939986169338226
"17",0.00229006074368954,0.0484401918947697,0.946010887622833
"18",0.000913262192625552,0.0821416899561882,0.914774715900421
"19",0.00185876223258674,0.0543081946671009,0.945472836494446
"20",0.000104534403362777,0.797015905380249,0.198888316750526
"21",0.00122927699703723,0.0685983225703239,0.935199081897736
"22",3.69590961781796e-05,0.973671615123749,0.0265479329973459
"23",5.72441713302396e-05,0.932202577590942,0.0657055974006653
"24",0.000624897424131632,0.123498238623142,0.895016372203827
"25",7.91618222137913e-05,0.871972858905792,0.12854677438736
"26",0.000301338615827262,0.257326662540436,0.722298979759216
"27",0.000380425801267847,0.177787512540817,0.801048040390015
"28",7.09900123183616e-05,0.897047519683838,0.104429394006729
"29",0.000473469641292468,0.169535547494888,0.838544487953186
"30",0.000815924780908972,0.0929334238171577,0.909096777439117
"31",0.00114390545058995,0.0716948285698891,0.928086757659912
"32",0.00971265789121389,0.022688677534461,0.946231305599213
"33",0.387873828411102,0.00413402495905757,0.557914912700653
"34",0.00195747893303633,0.052790530025959,0.945368587970734
"35",0.000286962400423363,0.305133163928986,0.677145421504974
"36",0.000827637792099267,0.0858983770012856,0.919100105762482
"37",3.54260446329135e-05,0.976383090019226,0.0238879565149546
"38",3.71088426618371e-05,0.974121749401093,0.0270857457071543
"39",0.000149003622937016,0.652982175350189,0.355493575334549
"40",0.000125943726743571,0.753016173839569,0.271608710289001
"41",0.000268475414486602,0.36372110247612,0.643325924873352
"42",0.000703069323208183,0.0988277643918991,0.909953653812408
"43",0.00228077848441899,0.0485510416328907,0.947704970836639
"44",0.000328750960761681,0.246215343475342,0.744114339351654
"45",0.000602826767135412,0.108899630606174,0.891415655612946
"46",0.000356009521055967,0.195175915956497,0.792633771896362
"47",9.72705529420637e-05,0.809707045555115,0.187933132052422
"48",3.9403785194736e-05,0.972240507602692,0.0298836659640074
"49",0.000315928366035223,0.237964898347855,0.750724911689758
"50",0.000218029279494658,0.435023814439774,0.564993381500244
"51",2.90423959086183e-05,0.983078300952911,0.016707006841898
"52",0.000439262366853654,0.137150764465332,0.848071992397308
"53",0.000499275862239301,0.144460842013359,0.872200191020966
"54",0.000119085911137518,0.775165319442749,0.244616538286209
"55",0.000611312920227647,0.121082037687302,0.897734582424164
"56",0.000191093393368647,0.489808917045593,0.501321792602539
"57",0.000441238604253158,0.136124178767204,0.854870080947876
"58",6.417281110771e-05,0.919380187988281,0.0840425565838814
"59",0.000395051552914083,0.162775084376335,0.827764689922333
"60",0.000180066272150725,0.514558255672455,0.466388255357742
"61",0.000409554981160909,0.153920888900757,0.828337669372559
"62",0.000266943476162851,0.305013924837112,0.672547459602356
"63",0.000221620837692171,0.39780405163765,0.580430924892426
"64",0.000461032672319561,0.12822137773037,0.86686909198761
"65",0.000591598975006491,0.104500904679298,0.893202364444733
"66",0.00275096879340708,0.0437647551298141,0.947926461696625
"67",0.000305050692986697,0.291225641965866,0.722277939319611
"68",3.00098545267247e-05,0.982737600803375,0.0164842177182436
"69",0.000440246047219262,0.142003893852234,0.848103106021881
"70",0.000442527350969613,0.136580213904381,0.851762115955353
"71",0.000474581378512084,0.124769024550915,0.870035111904144
"72",0.000491660495754331,0.120012573897839,0.87503707408905
"73",0.000328094989527017,0.221319362521172,0.758631825447083
"74",0.000398950214730576,0.161085546016693,0.82669585943222
"75",0.000338501180522144,0.210162356495857,0.771938741207123
"76",0.000307956157485023,0.24537792801857,0.726534605026245
"77",0.000485152326291427,0.121397741138935,0.871203064918518
"78",0.000540845794603229,0.110045045614243,0.888148784637451
"79",0.000486755801830441,0.122057430446148,0.871063828468323
"80",0.000367494067177176,0.18345245718956,0.800773501396179
"81",0.000529394950717688,0.138559594750404,0.864043414592743
"82",0.00109785376116633,0.0732781514525414,0.927419006824493
"83",0.000254090497037396,0.344261407852173,0.644936382770538
"84",0.000252767116762698,0.342641949653625,0.650622189044952
"85",0.000314233882818371,0.296643018722534,0.727867484092712
"86",0.000196941138710827,0.475991368293762,0.518839120864868
"87",0.000167421589139849,0.571876049041748,0.429810285568237
"88",6.7493827373255e-05,0.908264994621277,0.0928330048918724
"89",0.000217789100133814,0.439623206853867,0.567848384380341
"90",0.000429610838182271,0.147437751293182,0.849481999874115
"91",0.000396544754039496,0.167852208018303,0.828050673007965
"92",0.000450030667707324,0.134864658117294,0.861168205738068
"93",0.000286506954580545,0.280473500490189,0.70958411693573
"94",4.00150092900731e-05,0.968936800956726,0.0321997553110123
"95",0.000211200574995019,0.433422356843948,0.55502861738205
"96",0.00032854761229828,0.225725799798965,0.760344445705414
"97",0.000315682409564033,0.240940615534782,0.75024801492691
"98",0.000541285728104413,0.126025006175041,0.888777077198029
"99",0.000222406815737486,0.420571357011795,0.579191565513611
"100",9.46066720644012e-05,0.824074506759644,0.175805270671844
"101",7.41743497201242e-05,0.897144675254822,0.108566075563431
"102",8.3155078755226e-05,0.86314582824707,0.140895158052444
"103",0.000465705554233864,0.129924222826958,0.868866503238678
"104",0.00045873795170337,0.14898906648159,0.860088586807251
