"","MSETrain","MSETest"
"1",0.604600959649965,0.492279222276476
"2",0.467995272446389,0.451406097412109
"3",0.447833496321069,0.442098151312934
"4",0.442324505171962,0.438852055867513
"5",0.440160797516949,0.437379201253255
"6",0.43909720024805,0.436588202582465
"7",0.438494435457766,0.436114501953125
"8",0.438119870546366,0.435809538099501
"9",0.437872945263399,0.43560290866428
"10",0.437702342340622,0.435457695855035
"11",0.437581067644684,0.435352664523655
"12",0.437492384812907,0.435275099012587
"13",0.437426604372163,0.435216649373372
"14",0.437376537358517,0.43517205980089
"15",0.437338177274281,0.435137430826823
"16",0.437308227993701,0.435110431247287
"17",0.437285382432423,0.4350890689426
"18",0.437266827517604,0.435072157118056
"19",0.437252478004612,0.435058466593424
"20",0.437240486926429,0.435047488742405
"21",0.437231223676458,0.435038630167643
"22",0.437223580074488,0.435031212700738
"23",0.437217556120519,0.435025363498264
"24",0.437212441442621,0.435020489162869
"25",0.437208122381285,0.435016504923503
"26",0.437204684181142,0.435013071695964
"27",0.43720175744879,0.435010274251302
"28",0.437199541088367,0.435007985432943
"29",0.437197523632085,0.435006205240885
"30",0.437196244962611,0.435004594590929
"31",0.437194596899732,0.435003238254123
"32",0.43719360237903,0.435002051459418
"33",0.437192664688082,0.435001118977865
"34",0.437191726997134,0.435000228881836
"35",0.437191243944221,0.434999423556858
"36",0.437190618816923,0.434999084472656
"37",0.437190164178887,0.434998406304253
"38",0.437189766370606,0.434998109605577
"39",0.437189254902817,0.434997770521376
"40",0.437188942339167,0.434997389051649
"41",0.437188771849904,0.434997261895074
"42",0.437188430871377,0.434997092352973
"43",0.437188374041623,0.434996880425347
"44",0.437188118307728,0.434996583726671
"45",0.437187834158956,0.434996371799045
"46",0.437187862573833,0.43499641418457
"47",0.437187805744079,0.43499632941352
"48",0.437187322691166,0.43499632941352
"49",0.437187805744079,0.434996075100369
"50",0.437187123787026,0.434996159871419
"51",0.437187095372149,0.434995990329319
"52",0.437187322691166,0.434995990329319
"53",0.437187010127517,0.434995905558268
"54",0.437186754393622,0.434995990329319
"55",0.437186924882885,0.434995990329319
"56",0.437186868053131,0.434995863172743
"57",0.437186811223376,0.434995863172743
"58",0.437186612319236,0.434995820787218
"59",0.437186583904359,0.434995905558268
"60",0.437186356585341,0.434995736016168
"61",0.437186385000218,0.434995863172743
"62",0.437186385000218,0.434995778401693
"63",0.437186356585341,0.434995863172743
"64",0.437186242925832,0.434995905558268
"65",0.437186100851446,0.434995905558268
"66",0.437186129266323,0.434995863172743
"67",0.437186072436569,0.434995863172743
"68",0.43718595877706,0.434995820787218
"69",0.43718595877706,0.434995693630642
"70",0.437185873532428,0.434995778401693
"71",0.437185987191937,0.434995905558268
"72",0.437185816702674,0.434995947943793
"73",0.437185845117551,0.434995863172743
"74",0.437185703043165,0.434995905558268
"75",0.437185504139025,0.434995905558268
"76",0.437185276820007,0.434995947943793
"77",0.43718524840513,0.434995947943793
"78",0.437185305234884,0.434995905558268
"79",0.437185219990253,0.434995990329319
"80",0.437185163160498,0.434995990329319
"81",0.437185077915867,0.434995947943793
"82",0.437185106330744,0.434995990329319
"83",0.437185134745621,0.434996117485894
"84",0.437184992671235,0.434995905558268
"85",0.437184850596849,0.434996075100369
"86",0.437184765352217,0.434995947943793
"87",0.437184793767094,0.434996159871419
"88",0.437184594862954,0.434995990329319
"89",0.437184452788568,0.434996032714844
"90",0.437184452788568,0.434996117485894
"91",0.437184310714182,0.434996032714844
"92",0.437184253884427,0.434996032714844
"93",0.437184282299305,0.434996159871419
"94",0.437184197054673,0.434996117485894
"95",0.437184197054673,0.434996032714844
"96",0.43718422546955,0.434996117485894
"97",0.437184054980287,0.434996159871419
"98",0.437184054980287,0.434996202256944
"99",0.43718402656541,0.43499624464247
"100",0.437183856076146,0.43499624464247
"101",0.437183827661269,0.43499624464247
"102",0.43718371400176,0.434996159871419
"103",0.437183628757129,0.434996117485894
"104",0.437183571927374,0.434996117485894
"105",0.43718351509762,0.434996117485894
"106",0.437183458267865,0.434996202256944
"107",0.437183344608357,0.43499624464247
"108",0.437183259363725,0.434996287027995
"109",0.437183202533971,0.434996287027995
"110",0.437183373023234,0.434996371799045
"111",0.437183145704216,0.43499632941352
"112",0.437183088874462,0.434996371799045
"113",0.437183088874462,0.434996371799045
"114",0.437183174119093,0.434996371799045
"115",0.437183032044707,0.434996371799045
"116",0.43718300362983,0.434996371799045
"117",0.437182918385198,0.43499641418457
"118",0.43718280472569,0.43499641418457
"119",0.437182662651304,0.43499641418457
"120",0.43718249216204,0.43499641418457
"121",0.437182548991795,0.43499641418457
"122",0.43718249216204,0.43499641418457
"123",0.437182321672777,0.434996456570096
"124",0.437182264843023,0.434996456570096
"125",0.437182208013268,0.434996498955621
"126",0.437182122768637,0.434996498955621
"127",0.437182122768637,0.434996498955621
"128",0.437182009109128,0.434996541341146
"129",0.437181923864496,0.434996583726671
"130",0.437181724960356,0.434996626112196
"131",0.437181668130601,0.434996541341146
"132",0.437181554471092,0.434996583726671
"133",0.437181526056215,0.434996626112196
"134",0.437181554471092,0.434996541341146
"135",0.437181412396706,0.434996583726671
"136",0.437181412396706,0.434996583726671
"137",0.437181526056215,0.434996626112196
"138",0.437181440811583,0.434996710883247
"139",0.437181355566952,0.434996753268772
"140",0.43718127032232,0.434996710883247
"141",0.437181156662811,0.434996710883247
"142",0.437181099833057,0.434996753268772
"143",0.43718107141818,0.434996668497721
"144",0.437180929343794,0.434996668497721
"145",0.43718075885453,0.434996710883247
"146",0.437180787269408,0.434996753268772
"147",0.437180730439653,0.434996795654297
"148",0.437180673609899,0.434996795654297
"149",0.43718055995039,0.434996795654297
"150",0.437180588365267,0.434996795654297
"151",0.437180531535513,0.434996838039822
"152",0.43718055995039,0.434996838039822
"153",0.43718055995039,0.434996838039822
"154",0.437180531535513,0.434996880425347
"155",0.437180474705758,0.434996922810872
"156",0.437180332631372,0.434996922810872
"157",0.437180304216495,0.434996965196398
"158",0.437180275801618,0.434996838039822
"159",0.437180133727232,0.434996880425347
"160",0.437180020067723,0.434996965196398
"161",0.437180076897477,0.434996965196398
