"";"MAETrain";"MAEValid"
"1";0,0584394028607537;0,0572706514246324
"2";0,0339416025199142;0,0258568932028378
"3";0,0237420519660501;0,0237185175278608
"4";0,0225610261804917;0,0225409653607537
"5";0,0219074982287837;0,0217707690070657
"6";0,0214765047559551;0,0212611568675322
"7";0,0211684268128638;0,0209240610459272
"8";0,0209329851935892;0,020690570158117
"9";0,0207419571222043;0,0205125427246094
"10";0,0205799566530714;0,0203618464750402
"11";0,0204385151582606;0,0202243670295267
"12";0,0203126780192057;0,0200946022482479
"13";0,0201993201760685;0,0199703149234547
"14";0,0200964744418275;0,019849884930779
"15";0,0200024503820083;0,0197324752807617
"16";0,0199162561753217;0,0196175070369945
"17";0,0198369792863434;0,0195048163918888
"18";0,0197637565463197;0,0193944257848403
"19";0,0196959850834865;0,0192862589219037
"20";0,0196330994250728;0,0191803853652057
"21";0,0195745789770987;0,0190765896965476
"22";0,0195199121213427;0,0189747552310719
"23";0,019468687468884;0,0188745498657227
"24";0,0194205205580767;0,0187757660360897
"25";0,0193750059838388;0,0186779975891113
"26";0,0193319163602941;0,0185808720308192
"27";0,0192908373066023;0,0184839069142061
"28";0,0192515578924441;0,0183867162816665
"29";0,0192138686834597;0,0182888143202838
"30";0,0191773418351716;0,0181897309247185
"31";0,0191420147465725;0,0180890633078182
"32";0,019107369815602;0,0179864546831916
"33";0,019073419009938;0,0178817704144646
"34";0,0190398436901616;0,0177749656228458
"35";0,0190064763087852;0,0176663185568417
"36";0,0189731717577168;0,0175562342475442
"37";0,0189398836622051;0,0174453993404613
"38";0,0189062948787914;0,0173345958485323
"39";0,0188726043701172;0,0172246607612161
"40";0,0188386341169769;0,0171165219475241
"41";0,0188043138092639;0,0170110668855555
"42";0,0187699187035654;0,0169091033935547
"43";0,0187355161180683;0,0168116030973547
"44";0,018701083613377;0,0167194759144503
"45";0,0186669488046684;0,0166334073683795
"46";0,0186331341313381;0,0165540908364689
"47";0,0185998894186581;0,0164818797392004
"48";0,0185673089120902;0,0164169535917394
"49";0,0185356783399395;0,0163590958539177
"50";0,0185048436183555;0,0163078341764562
"51";0,0184751114190794;0,0162625346464269
"52";0,0184465161491843;0,0162224937887753
"53";0,0184189186844171;0,0161869587617762
"54";0,0183925434187347;0,0161553079941693
"55";0,0183671285591873;0,0161268189374138
"56";0,0183429149552888;0,0161011718301212
"57";0,0183196871888404;0,0160778561760398
"58";0,0182973973891314;0,0160566498251522
"59";0,0182759752460555;0,016037151112276
"60";0,0182554087919347;0,0160192276449764
"61";0,0182356815712125;0,0160026920542997
"62";0,0182166739071117;0,0159872481402229
"63";0,0181982302198223;0,0159728858050178
"64";0,0181804492426854;0,0159594087039723
"65";0,018163007848403;0,0159467080060173
"66";0,0181462291642731;0,0159346479528091
"67";0,0181298110064338;0,0159231814216165
"68";0,0181138191971124;0,0159122321184944
"69";0,0180981116201363;0,0159016934563132
"70";0,0180827017391429;0,0158915732888614
"71";0,0180675775864545;0,0158817885903751
"72";0,0180526912913603;0,0158723337510053
"73";0,0180380114387063;0,0158631582821117
"74";0,0180235275567747;0,0158541881336885
"75";0,0180090885536343;0,0158454771602855
"76";0,0179949023676854;0,0158370051664465
"77";0,0179808463302313;0,015828685760498
"78";0,0179668037564147;0,015820577284869
"79";0,0179529182583678;0,015812598957735
"80";0,0179391404694202;0,0158048012677361
"81";0,017925277410769;0,0157971909466912
"82";0,0179115893794041;0,0157897433112649
"83";0,0178978789086435;0,0157824235803941
"84";0,0178841310388902;0,0157752676571117
"85";0,0178704459994447;0,0157682833952062
"86";0,0178567609599992;0,0157614685507382
"87";0,0178430699367149;0,0157548197577981
"88";0,0178293953689874;0,0157483852610869
"89";0,017815678914388;0,0157421392552993
"90";0,0178019579719095;0,0157361557904412
"91";0,0177882549809475;0,0157303731581744
"92";0,017774450264725;0,0157248575547162
"93";0,0177607442818436;0,0157196684444652
"94";0,0177470128676471;0,0157147598266602
"95";0,0177332904292088;0,0157101754581227
"96";0,0177195799584482;0,0157059355343089
"97";0,0177059547573912;0,0157020400552189
"98";0,0176923579795688;0,0156985361435834
"99";0,0176788060805377;0,0156953475054573
