meanBlue,meanRed,sdBlue,skewnessBlue,dfRG,dfRB,dfGB,entropyBlue,energyBlue,contrastBlue,homogeneityBlue,coverage,cloudType
0.3489160171952585,0.28709107465969225,0.6665670970303423,0.681949692663315,0.3089735360341767,0.378878675853396,0.38600301492600636,0.40440539708261025,0.24991709141373175,0.028625621722690214,0.6647326474980494,0.09784799414153071,nube
0.2913217733827968,0.2263296445089351,0.5613566380558634,0.6850072973143991,0.29222798490481044,0.3647159297088603,0.3773592627520388,0.542972671137633,0.2676459233635546,0.020641070626716104,0.6450408533880901,0.05461283376605267,nube
0.3868837635726317,0.39811690955645784,0.5692575024596723,0.6509305299699579,0.474192143065613,0.4929277285631407,0.4250840705627445,0.4192141219965737,0.14946504829106272,0.10098469586810524,0.28239925019242584,0.06898121083816824,nube
0.7180667236103881,0.9151241981236503,0.506535321696166,0.12417099609651432,0.7829281437573546,0.8216698434008274,0.7060837772468666,0.42952371055545197,0.14820908950215733,0.26812534812790006,0.12342215790188733,0.9324491258904316,nube
0.29515841921258007,0.5765786788360447,0.6181751368168712,0.6535884017670801,0.6680493477594588,0.8764603222525855,0.920095768774283,0.39596444946053844,0.08393580239354963,0.07556859867938372,0.33487683624588677,0.5873480274282882,multinube
0.4343974090959241,0.6535452129485222,0.5483142190530687,0.6114494247515045,0.7843655708745177,0.8075230249629236,0.6791934680418156,0.5387026654750267,0.2699376017224578,0.03703712791721979,0.5345495753871715,0.4793576491578493,nube
0.3504524111348555,0.1982339088110316,0.46357792443775486,0.6792392628408783,0.3275962934488942,0.24576114994253256,0.12785004392250413,0.5311400460714657,0.31144971828087564,0.005847321838262539,0.804091441571956,0.0007801834764706548,cieloDespejado
0.44886960680308546,0.7059871592868101,0.563806894412555,0.5525587442722476,0.7926453682349405,0.8659298468951854,0.7759268227624847,0.47649469928691096,0.1525041794430924,0.09697279020064437,0.3058770975759811,0.6746635467678858,multinube
0.4653179957102731,0.624126811067912,0.5902965348980818,0.34252719848202223,0.6470268063505107,0.7235909497923421,0.6662619454970299,0.4674431805264841,0.15089787873067378,0.14412433717674716,0.24105369606190596,0.4486054222754811,multinube
0.30901258755967037,0.5727813464737467,0.543408613493469,0.5773266620817469,0.7820037924105397,0.8526992496066638,0.7628247716368703,0.5430126476674768,0.07552334450685975,0.16254475053798798,0.20759262372464865,0.43631753518409416,nube
0.2137017437647362,0.47371297018145,0.579431858898123,0.7777430993138216,0.682437192334752,0.8314509590192527,0.8246775304412481,0.5712788115101244,0.1417906894082793,0.080147324046651,0.36588800482909617,0.432481633979122,multinube
0.3491307069165838,0.3995876240201555,0.5232896930084956,0.7610969332305731,0.593441586161937,0.544579694912028,0.39813509954555776,0.5033285145618135,0.27480072177239,0.012175581603633537,0.7361069182039158,0.09869319273017219,nube
0.5761096759564236,0.4285176725996768,0.6151054162894165,0.3807045787636696,0.269569844240464,0.289768585943494,0.2653260847518358,0.5409411796904707,0.16525594518339384,0.1502464806876431,0.3569334824563934,0.2036928683842804,nube
0.38210097737249166,0.40192349490473417,0.6042464071857232,0.6454045731862426,0.48507668314913904,0.5048128156416727,0.43552178330868213,0.5848067554093284,0.11757117808424197,0.17995666651126158,0.23458282435349143,0.18873935423741703,multinube
0.5608388996120239,0.7988277461691178,0.6221541711804275,0.33758467434693956,0.8084557092945627,0.8561555573479835,0.7424554749648478,0.43408860807546173,0.16350083418792952,0.024137685657989346,0.5870033065442913,0.7773876860395424,nube
0.35179668413128623,0.5643312924111362,0.6185498826653338,0.7376762644397304,0.7383203956565129,0.784155593730169,0.6834416757961863,0.5408326266325175,0.14887150784782915,0.17327997212523036,0.2099605397929205,0.3949678173224116,nube
0.35992828961309675,0.5596893655663511,0.6600925736826094,0.8271568122255213,0.767925422105895,0.7666487923121333,0.6221973629154555,0.5557467027390787,0.3180500920923066,0.01558140733234038,0.6754683931512525,0.2547948765062152,nube
0.3630514239574987,0.652227173469362,0.45994294296063876,0.5283671002250596,0.7847524138796187,0.8990897706974263,0.8435038845130397,0.5038580829819519,0.13815716746854154,0.09169474182712246,0.37943047078064646,0.800143033885902,multinube
0.37665733858916106,0.5916487469032878,0.7360822457339689,0.678895534607841,0.6497835716393995,0.7918767287742079,0.7863154232494277,0.29462157905148245,0.20195256098245398,0.045127190905365655,0.6314925898904215,0.39802353611612334,multinube
0.7924374673403238,1.0,0.7516053583279761,0.12733171989957415,0.7814404947130623,0.849423455666731,0.757498823327658,0.6795517588436615,0.4138728598955437,0.02265806540265056,0.6175786208021662,0.9763994546302093,nube
0.5122714796845753,0.3069002262192732,0.7253812328184738,0.5724603846899229,0.1975138892029584,0.1939999652114054,0.16549047428632038,0.5699583341069434,0.2874597999649658,0.004860908334703352,0.8287256280148562,0.08074897596697816,cieloDespejado
0.4239047912333743,0.5030198221334324,0.7735155480461827,0.761821361309467,0.5534610232670851,0.5991835924125705,0.5365333587799735,0.7238468279806027,0.6008653105372986,0.01055609674704383,0.8592456807239115,0.1964111566473612,nube
0.4128294420955658,0.5750149205841218,0.7234411704416102,0.7761092871226823,0.7582434884778294,0.7199245482762898,0.547886468872698,0.43041398430648314,0.148357899785203,0.12051911850948505,0.33206190734594604,0.4876796048199225,nube
0.6055540507754559,0.8831848652177803,0.5757100602934173,0.20419466559264252,0.785124326029498,0.9220127436843368,0.8843611658628874,0.5350024145778695,0.27501160720207757,0.050547557645072724,0.46400806278976836,0.9858266693296074,nube
0.3369257763998874,0.40543141404881805,0.5744436294499499,0.796651388216599,0.633293201388422,0.5691985871577694,0.4023628438568182,0.4496406196741072,0.2037459374792729,0.05143336678632861,0.4539755193619981,0.12645471699620983,nube
0.43154104692498285,0.724174978206823,0.5292494246286923,0.5861715447243447,0.9087281281398565,0.9154770835111036,0.7483748626995811,0.4430646287222803,0.16294640959052517,0.06058836375592892,0.4397124388806282,0.9016968990080632,nube
0.5413397123094212,0.8013728382321028,0.6559231547552626,0.33437154412288805,0.7962694763528776,0.8854678074356567,0.8074268602596195,0.5638175149584844,0.1611708903276718,0.27516274595926266,0.12508278907656417,0.9619660624459229,nube
0.5020901903612063,0.6642422064614759,0.5478354389792148,0.579584470843714,0.7739208099591796,0.7345825694993475,0.5584947101771127,0.5698857344690155,0.3853548572526731,0.018329624058674433,0.666469877865841,0.22898381093135414,nube
0.3498338034285118,0.6320391622339908,0.5053860744415156,0.5361827854562905,0.7481204182300161,0.8866274946915592,0.8579060455728654,0.6212415641796337,0.33881975588310825,0.03579797662543524,0.5080350095324004,0.7811585721323437,multinube
0.6462606877146816,0.7515541201143933,0.49814456109316896,0.2186202410000281,0.7651768008592034,0.674445697579338,0.4591161162948071,0.30622975271686975,0.13274642557700125,0.10391449119957206,0.2894286647309679,0.12365905971639173,multinube
0.6093224119244876,0.8457045212625443,0.515007508389059,0.3115544673251917,0.8420486119695643,0.861773479453311,0.7187970232216025,0.49900029062929047,0.15971765162067159,0.327231637863556,0.10575463955707863,0.833885963384601,nube
0.3421240550953708,0.6100822845960636,0.5188425036870354,0.5214005594850563,0.7117381738749504,0.8643363199473704,0.8543781503767252,0.5823486597204631,0.2169101202897294,0.06966484024763397,0.37927364991139345,0.5446329890153871,multinube
0.6778618020627992,0.9180795064879014,0.4982445175186497,0.18105404253856083,0.9192448282057952,0.8787258458461333,0.671701124777654,0.4904802710562395,0.16969814471842543,0.3202016013269961,0.0989310064400822,0.9749691179016097,nube
