meanBlue,meanRed,sdBlue,skewnessBlue,dfRG,dfRB,dfGB,entropyBlue,energyBlue,contrastBlue,homogeneityBlue,coverage,cloudType
0.29871498426786736,0.12525028104575228,0.46587679105730656,0.7245320586871803,0.23993902821293112,0.20588884452411357,0.14423442903869205,0.5205192756057735,0.26645289006576567,0.006247285522541512,0.7789886607942997,0.010532474801933136,cieloDespejado
0.22252139927429596,0.4847672323957942,0.40716559549671943,0.7754750707463587,0.8714554662807111,0.8362012014922231,0.6432446811908783,0.5080930448123486,0.10909834573985924,0.06942682504901397,0.38058934675806905,0.6829855024299589,nube
0.2956236779306415,0.5015794370278871,0.6463691048470445,0.7799825369802161,0.6292578181387929,0.7651933051985089,0.7589503625129006,0.5879858467787001,0.2589588042115862,0.03858299982578269,0.5242503487711704,0.3791691045869066,multinube
0.08019688936077926,0.3066164672245981,0.024012712348088282,0.3431654722116563,0.6876901131174503,0.7598909028917115,0.6906843652242732,0.9357861898351213,0.7988161504225361,0.005763893830498828,0.8707101472451633,0.06280475920378419,nube
0.4438732875741654,0.74092909427016,0.6957383093057697,0.5805193229319954,0.8195927155757451,0.9240332842528403,0.853352250665128,0.5148896785202517,0.06122225113393438,0.1874431033255876,0.1867743121256761,0.6857161435323958,nube
0.4128294420955658,0.5750149205841218,0.7234411704416102,0.7761092871226823,0.7582434884778294,0.7199245482762898,0.547886468872698,0.43041398430648314,0.148357899785203,0.12051911850948505,0.33206190734594604,0.4876796048199225,nube
0.418223314656178,0.2662322206354371,0.6182293082686278,0.5004498912525763,0.1777631789417263,0.25726321416182985,0.29913166849637185,0.38992604176334944,0.2553337857165938,0.03925778518269508,0.6104650985796413,0.08738053445176841,nube
0.3623865210541815,0.5056060385785434,0.7540540960470584,0.7880636187542546,0.6215833959160051,0.6836299043296201,0.6199572996278934,0.5850299787212533,0.24349358925300638,0.054664975204705354,0.5704857711974113,0.29939535849812193,multinube
0.2727895592417842,0.43851966253869035,0.5479774863270354,0.839420378541422,0.692907742828241,0.7020802315547309,0.5814574053463397,0.5571902755623608,0.4129808485417443,0.015269779185693572,0.727298286320098,0.20726870807535888,multinube
0.5070622057731484,0.4898337692440354,0.6565500982477066,0.42055392809124864,0.45033275295259123,0.4707359121686544,0.40914851672404695,0.5155642427940497,0.1431733495238921,0.0888630970930247,0.3485468088799746,0.2220271768857097,multinube
0.4394949977053163,0.4877271679689296,0.6345442850023352,0.539365317339625,0.4975886786682536,0.556186426757994,0.5153509818873097,0.5287416088816618,0.23309897839614827,0.05534712185642041,0.440515784472219,0.20856901351440646,multinube
0.313629871914931,0.6258725456371943,0.3365251341227364,0.5081685748297698,0.9405985615536377,0.9249806022940917,0.7334365599354088,0.42698025891338715,0.15391575127083978,0.10929069017046306,0.33724115343037425,0.8882387367019703,nube
0.2347593154388226,0.49727730178009566,0.5720377734268092,0.806059319392081,0.7616042718975679,0.8386191758323361,0.7580022236750186,0.5142944308852737,0.1056280899392344,0.09814814360413902,0.28895370253517705,0.628827774449102,nube
0.24419237164205324,0.44455005440913753,0.6310225055658053,0.8424291362177859,0.6569014827553469,0.7484593756944325,0.7010675088332864,0.4481605290795093,0.16484522880218783,0.020734313694216723,0.6181083410963681,0.3739028677185453,nube
0.33921329613909446,0.6512088287250622,0.6163491729423145,0.7654884788930664,0.8547044860122675,0.928831309845707,0.8266924960334087,0.40183571792628653,0.030790973423333808,0.10056264829941823,0.3156540179916966,0.7974123927834651,nube
0.3178189335200866,0.20675027606615462,0.5432210655232912,0.7716485553239671,0.34744880457116983,0.3010984793511516,0.20743095302423664,0.6664831143638216,0.22278600060884665,0.08926796830717212,0.5371374048873028,0.059749041475282726,nube
0.3678243725823497,0.27399498165097574,0.6254108791535737,0.6753389080526605,0.2471505961477251,0.3347733984212557,0.36880827810637257,0.5174679205885894,0.20948066061561543,0.015738448288130896,0.6812418169150821,0.025811065574861028,nube
0.3902574659656611,0.5650807865493997,0.535413209180259,0.7157143842150199,0.7312852826364825,0.7348518232207711,0.6018307947159252,0.6053462799510376,0.47835193036699175,0.01240623550745086,0.7179131958513577,0.23581041581786716,multinube
0.4241524656544208,0.16543250356027084,0.6152119096508536,0.5033054374145889,0.08843095124616503,0.10076763858854568,0.10743163510324456,0.5148917871366082,0.21453850955021883,0.009498524060392066,0.759105701057487,0.03153241035883893,cieloDespejado
0.22547671554440096,0.01843096712411245,0.47050166412453914,0.6420876848398498,0.09457971889440783,0.14427449023401887,0.17950655842189342,0.60993406595527,0.3082898382134603,0.0034303633780491095,0.8498064732693904,0.03198751720924508,cieloDespejado
0.3832971074452038,0.5449760524405022,0.9214785989489533,0.8253085034802492,0.6640994770640921,0.7143111769265336,0.6324113421687104,0.42820629843415253,0.20660904732507138,0.07363012438134453,0.3986043992802575,0.3103179250382905,nube
0.0631796589699664,0.2088460827384015,0.2832899774982635,0.8805748107340946,0.6056305337843543,0.6379402014608071,0.553809949304994,0.7651572506315089,0.33289540592894185,0.07550480079109383,0.4922391192153964,0.20863402969178763,nube
0.37975443123344077,0.37840594275398276,0.6233430275739177,0.5890047920297174,0.375266209199368,0.47318953415620774,0.48900909256869945,0.5639370871061595,0.2068641506674354,0.04942127954026261,0.4916208506472747,0.1578570971307071,multinube
0.32068339727939,0.5215278979793686,0.5257968199530924,0.744044112889477,0.6924666059861061,0.7617809882186432,0.6892833025007441,0.3374848105009934,0.09812209926241122,0.06383714852884524,0.3776698417684467,0.31005786352439674,nube
0.42592553974722924,0.531181357348075,0.7151628698605331,0.7519780265501023,0.6216268310301098,0.6380858260118824,0.5379944475630603,0.6628664502279691,0.36492618159616463,0.10628728189096942,0.4310196163237465,0.21194980893418275,multinube
0.24049981651964475,0.23196524146874462,0.2963678580103378,0.5722353167570801,0.4173140066979965,0.43964203673916075,0.3864068266644164,0.5743174764695517,0.2925184992440438,0.019063299774008256,0.6879852244227346,0.004225992943207424,nube
0.7832081065905834,0.5656534444969546,0.7384505110726067,0.24612167775326244,0.22598824812509336,0.22066594416194865,0.18483523518124653,0.4415629003993578,0.24201824158966795,0.4223591968336618,0.2208988180392477,0.09349197097398163,nube
0.25350679764743345,0.2215494369713634,0.4165274735795699,0.7291023715783501,0.4309281654854751,0.407226163274662,0.31441784963695946,0.6946167782876701,0.26401665314618955,0.09156714605054266,0.5210333281889618,0.08751056467611008,nube
0.36219150553532586,0.3875427757667773,0.4048389794550684,0.5512420458497975,0.5549717469864087,0.5096897211220388,0.3740441873374242,0.5572838462850177,0.18655027151499073,0.08970228470053028,0.3938663212829039,0.19107990360161864,nube
0.5526193352469926,0.36192633253089684,0.702967794339663,0.46624116397148385,0.2543078700230978,0.2223049787897412,0.159320068535145,0.5880280324735867,0.2477512640370614,0.046172494767346285,0.5539640391193869,0.0767180294254936,nube
0.2289887223377513,0.5210359458316174,0.4782802816608241,0.787663857377598,0.8087176765412014,0.881237110861854,0.7873058531986009,0.5309627281745719,0.09532786731905096,0.0696771090723051,0.36562612801899036,0.5787009951401505,multinube
0.3600486548497663,0.25397506712766216,0.6055047381043608,0.7506385474854966,0.3406661573040215,0.31542656998757107,0.24001964487677607,0.6384143450263441,0.20600700343709238,0.07639551746221816,0.48725822472577224,0.07899356367752439,nube
0.20447990530897667,0.5268828201047164,0.36262042392834304,0.4903521718807342,0.7558789955555063,0.9219869559451673,0.9137084506781283,0.4261131235652763,0.2873458538053765,0.13836289711118255,0.358814853036257,0.824848839358228,nube
0.38213396207221273,0.14859151194491282,0.4011864616139592,0.5241822858130877,0.2439418352937721,0.13099231759142496,0.005496476778283377,0.5171307558553574,0.25112117918968974,0.008921889300848758,0.7685021466928786,0.004551069569271921,cieloDespejado
0.3522480540058234,0.5487312320584522,0.6576088198541761,0.671323922104893,0.6269299732951629,0.7605469718308123,0.7529327503272326,0.2463661081837186,0.18976032190640432,0.35852204830481654,0.24497550395169612,0.40322475787231393,multinube
