w0,w1,w2,w3,w4,w5,w6,w7,b
-394496.8659914449,-438541.290767928,48841.39857300144,-340624.70923665474,808596.9085973632,-1455985.6591074201,253649.05792727554,563211.6219845396,333221.24144731334
