w0,w1,w2,w3,w4,w5,w6,w7,b
-0.9302688063705387,-0.8342565886588627,0.0942413031788937,-0.5740945073456843,1.2921993093677897,-2.4316580506871635,0.46262356228489243,1.1784621335405392,0.687250555802371
